x,y,z,q0,q1,q2,q3,q4,q5
1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,10.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,10.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,10.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,2.0,0.0,373.5881390850575,0.0,0.0,0.0,0.0,0.0
2.0,2.0,1.0,0.0,0.0,0.0,0.0,-1.0314797404185116,0.0
2.0,2.0,2.0,15.314517991880658,0.0,0.0,0.0,0.0,0.0
2.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,3.0,0.0,476.1723688005448,-10.793715496623214,2307.2022619518425,15.429273395144868,82.73601546999481,0.0
2.0,3.0,1.0,2080.0263236101378,0.0,0.0,3.707233978523665,0.0,0.0
2.0,3.0,2.0,208.24700175724269,-4.589830047461094,0.0,0.0,0.0,0.0
2.0,3.0,3.0,23.396506322101178,0.0,0.0,0.0,0.0,0.0
2.0,3.0,4.0,0.0,0.0,-2.101426887307001,0.0,0.0,0.0
2.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,4.0,0.0,4698.743737097113,0.0,871.5771458200143,408.16912352254553,501.7610885642862,827.9405411857853
2.0,4.0,1.0,3143.4266710731977,0.0,0.0,128.85165619297965,1.3383248292403325,0.0
2.0,4.0,2.0,0.0,-8.774543145514174,23.14975566970814,13.554314878757317,0.0,0.0
2.0,4.0,3.0,12.922978219196272,0.0,0.0,0.0,0.0,0.0
2.0,4.0,4.0,8.4669056270853,0.0,0.0,0.0,0.0,0.0
2.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,5.0,0.0,5070.011093191473,153.5851663283698,671.6655651099757,1271.3865600816391,1867.2631693272847,2496.0581095486014
2.0,5.0,1.0,4956.851363995133,7.049713160773072,0.0,0.0,148.9596074639532,1302.263778970454
2.0,5.0,2.0,1443.50135987768,0.0,-2.6858875349723785,7.054444558860315,-1.4771166936496716,0.0
2.0,5.0,3.0,0.0,0.0,0.0,4.687644085298191,0.0,0.0
2.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,6.0,0.0,506.71244165612245,-14.733598479723415,93.67764748694776,3587.7993712638804,480.9439088817186,18.516655445593045
2.0,6.0,1.0,3595.8645709961133,7.148558073055917,121.30796931061806,1161.8663096647629,0.0,478.3824578391359
2.0,6.0,2.0,800.8313854415162,0.0,0.0,5.200763079880553,0.0,0.0
2.0,6.0,3.0,194.09222609008526,0.0,0.0,0.0,0.0,0.0
2.0,6.0,4.0,0.0,0.0,-2.858064012344791,0.0,0.0,0.0
2.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,7.0,0.0,1825.1820150007889,0.0,0.0,0.0,38.910348475931045,110.73942257642726
2.0,7.0,1.0,1243.848547087823,0.0,-2.8185745881149047,87.74928849676733,-0.8058421706916509,0.0
2.0,7.0,2.0,196.91861762726649,0.0,0.0,0.0,0.0,0.0
2.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,7.0,4.0,0.0,0.0,0.0,5.391857949328292,-3.248918315022641,0.0
2.0,7.0,5.0,0.0,-5.056225694163662,-4.590982829310174,0.0,0.0,0.0
2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,8.0,1.0,59.38035726018168,-4.187115306353684,0.0,0.0,0.0,0.0
2.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
